"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
1,2017-11-16,"Buffalo (NY)","Ball St. (IN)",40,24,0
1,2017-11-24,"Buffalo (NY)","Ohio",31,24,1
0,2017-09-02,"Bowling Green (OH)","Michigan St.",10,35,0
0,2017-09-09,"Bowling Green (OH)","South Dakota",27,35,1
0,2017-09-16,"Bowling Green (OH)","Northwestern (IL)",7,49,0
0,2017-09-23,"Bowling Green (OH)","Middle Tennessee St.",13,24,0
0,2017-09-30,"Bowling Green (OH)","Akron (OH)",23,34,1
1,2017-10-07,"Bowling Green (OH)","Miami (OH)",37,29,0
0,2017-10-14,"Bowling Green (OH)","Ohio",30,48,1
0,2017-10-21,"Bowling Green (OH)","Northern Illinois",17,48,1
1,2017-10-31,"Bowling Green (OH)","Kent St. (OH)",44,16,0
0,2017-11-07,"Bowling Green (OH)","Buffalo (NY)",28,38,0
0,2017-11-15,"Bowling Green (OH)","Toledo (OH)",37,66,1
0,2017-11-21,"Bowling Green (OH)","Eastern Michigan",31,34,0
1,2017-08-31,"Central Michigan","Rhode Island",30,27,1
1,2017-09-09,"Central Michigan","Kansas",45,27,0
0,2017-09-16,"Central Michigan","Syracuse (NY)",17,41,0
0,2017-09-23,"Central Michigan","Miami (OH)",14,31,1
0,2017-09-30,"Central Michigan","Boston College (MA)",8,28,0
1,2017-10-07,"Central Michigan","Ohio",26,23,0
0,2017-10-14,"Central Michigan","Toledo (OH)",10,30,1
1,2017-10-21,"Central Michigan","Ball St. (IN)",56,9,0
1,2017-11-01,"Central Michigan","Western Michigan",35,28,0
1,2017-11-08,"Central Michigan","Eastern Michigan",42,30,1
1,2017-11-14,"Central Michigan","Kent St. (OH)",42,23,0
1,2017-11-24,"Central Michigan","Northern Illinois",31,24,1
0,2017-12-22,"Central Michigan","Wyoming",14,37,1
1,2017-09-01,"Eastern Michigan","North Carolina-Charlotte",24,7,1
1,2017-09-09,"Eastern Michigan","Rutgers (NJ)",16,13,0
0,2017-09-23,"Eastern Michigan","Ohio",20,27,1
0,2017-09-30,"Eastern Michigan","Kentucky",20,24,0
0,2017-10-07,"Eastern Michigan","Toledo (OH)",15,20,0
0,2017-10-14,"Eastern Michigan","Army (NY)",27,28,0
0,2017-10-21,"Eastern Michigan","Western Michigan",17,20,1
0,2017-10-26,"Eastern Michigan","Northern Illinois",27,30,0
1,2017-11-02,"Eastern Michigan","Ball St. (IN)",56,14,1
0,2017-11-08,"Eastern Michigan","Central Michigan",30,42,0
1,2017-11-15,"Eastern Michigan","Miami (OH)",27,24,0
1,2017-11-21,"Eastern Michigan","Bowling Green (OH)",34,31,1
0,2017-09-02,"Miami (OH)","Marshall (WV)",26,31,0
1,2017-09-09,"Miami (OH)","Austin Peay St. (TN)",31,10,1
0,2017-09-16,"Miami (OH)","Cincinnati (OH)",17,21,1
1,2017-09-23,"Miami (OH)","Central Michigan",31,14,0
0,2017-09-30,"Miami (OH)","Notre Dame (IN)",17,52,0
0,2017-10-07,"Miami (OH)","Bowling Green (OH)",29,37,1
0,2017-10-14,"Miami (OH)","Kent St. (OH)",14,17,0
1,2017-10-21,"Miami (OH)","Buffalo (NY)",24,14,1
0,2017-10-31,"Miami (OH)","Ohio",28,45,0
1,2017-11-07,"Miami (OH)","Akron (OH)",24,14,1
0,2017-11-15,"Miami (OH)","Eastern Michigan",24,27,1
1,2017-11-21,"Miami (OH)","Ball St. (IN)",28,7,0
0,2017-09-01,"Northern Illinois","Boston College (MA)",20,23,1
1,2017-09-09,"Northern Illinois","Eastern Illinois",38,10,1
1,2017-09-16,"Northern Illinois","Nebraska",21,17,0
0,2017-09-30,"Northern Illinois","San Diego St. (CA)",28,34,0
1,2017-10-07,"Northern Illinois","Kent St. (OH)",24,3,1
1,2017-10-14,"Northern Illinois","Buffalo (NY)",14,13,0
1,2017-10-21,"Northern Illinois","Bowling Green (OH)",48,17,0
1,2017-10-26,"Northern Illinois","Eastern Michigan",30,27,1
0,2017-11-02,"Northern Illinois","Toledo (OH)",17,27,0
1,2017-11-09,"Northern Illinois","Ball St. (IN)",63,17,1
1,2017-11-15,"Northern Illinois","Western Michigan",35,31,1
0,2017-11-24,"Northern Illinois","Central Michigan",24,31,0
0,2017-12-26,"Northern Illinois","Duke (NC)",14,36,1
0,2017-09-02,"Kent St. (OH)","Clemson (SC)",3,56,0
1,2017-09-09,"Kent St. (OH)","Howard (DC)",38,31,1
0,2017-09-16,"Kent St. (OH)","Marshall (WV)",0,21,0
0,2017-09-23,"Kent St. (OH)","Louisville (KY)",3,42,0
0,2017-09-30,"Kent St. (OH)","Buffalo (NY)",13,27,1
0,2017-10-07,"Kent St. (OH)","Northern Illinois",3,24,0
1,2017-10-14,"Kent St. (OH)","Miami (OH)",17,14,1
0,2017-10-21,"Kent St. (OH)","Ohio",3,48,0
0,2017-10-31,"Kent St. (OH)","Bowling Green (OH)",16,44,1
0,2017-11-08,"Kent St. (OH)","Western Michigan",20,48,0
0,2017-11-14,"Kent St. (OH)","Central Michigan",23,42,1
0,2017-11-21,"Kent St. (OH)","Akron (OH)",14,24,0
1,2017-09-02,"Ohio","Hampton (VA)",59,0,1
0,2017-09-08,"Ohio","Purdue (IN)",21,44,0
1,2017-09-16,"Ohio","Kansas",42,30,1
1,2017-09-23,"Ohio","Eastern Michigan",27,20,0
1,2017-09-30,"Ohio","Massachusetts",58,50,0
0,2017-10-07,"Ohio","Central Michigan",23,26,1
1,2017-10-14,"Ohio","Bowling Green (OH)",48,30,0
1,2017-10-21,"Ohio","Kent St. (OH)",48,3,1
1,2017-10-31,"Ohio","Miami (OH)",45,28,1
1,2017-11-08,"Ohio","Toledo (OH)",38,10,1
0,2017-11-14,"Ohio","Akron (OH)",34,37,0
0,2017-11-24,"Ohio","Buffalo (NY)",24,31,0
1,2017-12-22,"Ohio","Alabama-Birmingham",41,6,1
0,2017-09-02,"Western Michigan","Southern California",31,49,0
0,2017-09-09,"Western Michigan","Michigan St.",14,28,0
1,2017-09-16,"Western Michigan","Idaho",37,28,1
1,2017-09-23,"Western Michigan","Wagner (NY)",49,14,1
1,2017-09-30,"Western Michigan","Ball St. (IN)",55,3,1
1,2017-10-07,"Western Michigan","Buffalo (NY)",71,68,0
0,2017-10-15,"Western Michigan","Akron (OH)",13,14,1
1,2017-10-21,"Western Michigan","Eastern Michigan",20,17,0
0,2017-11-01,"Western Michigan","Central Michigan",28,35,1
1,2017-11-08,"Western Michigan","Kent St. (OH)",48,20,1
0,2017-11-15,"Western Michigan","Northern Illinois",31,35,0
0,2017-11-24,"Western Michigan","Toledo (OH)",10,37,0
1,2017-09-02,"Air Force (CO)","Virginia Military Institute",62,0,1
0,2017-09-16,"Air Force (CO)","Michigan",13,29,0
0,2017-09-23,"Air Force (CO)","San Diego St. (CA)",24,28,1
0,2017-09-30,"Air Force (CO)","New Mexico",38,56,0
0,2017-10-07,"Air Force (CO)","Navy (MD)",45,48,0
1,2017-10-14,"Air Force (CO)","Nevada-Las Vegas",34,30,1
1,2017-10-20,"Air Force (CO)","Nevada",45,42,0
1,2017-10-28,"Air Force (CO)","Colorado St.",45,28,0
0,2017-11-04,"Air Force (CO)","Army (NY)",0,21,1
0,2017-11-11,"Air Force (CO)","Wyoming",14,28,1
0,2017-11-18,"Air Force (CO)","Boise St. (ID)",19,44,0
1,2017-11-25,"Air Force (CO)","Utah St.",38,35,1
0,2017-08-26,"Massachusetts","Hawaii",35,38,1
0,2017-09-09,"Massachusetts","Old Dominion (VA)",7,17,1
0,2017-09-15,"Massachusetts","Temple (PA)",21,29,0
0,2017-09-23,"Massachusetts","Tennessee",13,17,0
0,2017-09-30,"Massachusetts","Ohio",50,58,1
1,2017-10-21,"Massachusetts","Georgia Southern",55,20,1
1,2017-10-28,"Massachusetts","Appalachian State (NC)",30,27,1
0,2017-11-04,"Massachusetts","Mississippi St.",23,34,0
1,2017-11-11,"Massachusetts","Maine",44,31,1
1,2017-11-18,"Massachusetts","Brigham Young (UT)",16,10,0
0,2017-12-02,"Massachusetts","Florida International",45,63,0
1,2017-08-26,"Colorado St.","Oregon St.",58,27,1
0,2017-09-01,"Colorado St.","Colorado",3,17,1
1,2017-09-09,"Colorado St.","Abilene Christian (TX)",38,10,1
0,2017-09-16,"Colorado St.","Alabama",23,41,0
1,2017-09-30,"Colorado St.","Hawaii",51,21,0
1,2017-10-07,"Colorado St.","Utah St.",27,14,0
1,2017-10-14,"Colorado St.","Nevada",44,42,1
1,2017-10-20,"Colorado St.","New Mexico",27,24,0
0,2017-10-28,"Colorado St.","Air Force (CO)",28,45,1
0,2017-11-04,"Colorado St.","Wyoming",13,16,0
0,2017-11-11,"Colorado St.","Boise St. (ID)",52,59,1
1,2017-11-18,"Colorado St.","San Jose St. (CA)",42,14,1
0,2017-12-16,"Colorado St.","Marshall (WV)",28,31,1
1,2017-09-02,"Boise St. (ID)","Troy (AL)",24,13,1
0,2017-09-09,"Boise St. (ID)","Washington St.",44,47,0
1,2017-09-14,"Boise St. (ID)","New Mexico",28,14,1
0,2017-09-22,"Boise St. (ID)","Virginia",23,42,1
1,2017-10-06,"Boise St. (ID)","Brigham Young (UT)",24,7,0
1,2017-10-14,"Boise St. (ID)","San Diego St. (CA)",31,14,0
1,2017-10-21,"Boise St. (ID)","Wyoming",24,14,1
1,2017-10-28,"Boise St. (ID)","Utah St.",41,14,0
1,2017-11-04,"Boise St. (ID)","Nevada",41,14,1
1,2017-11-11,"Boise St. (ID)","Colorado St.",59,52,0
1,2017-11-18,"Boise St. (ID)","Air Force (CO)",44,19,1
0,2017-11-25,"Boise St. (ID)","Fresno St. (CA)",17,28,0
1,2017-12-02,"Boise St. (ID)","Fresno St. (CA)",17,14,1
1,2017-12-16,"Boise St. (ID)","Oregon",38,28,1
1,2017-09-02,"Fresno St. (CA)","Incarnate Word (TX)",66,0,1
0,2017-09-09,"Fresno St. (CA)","Alabama",10,41,0
0,2017-09-16,"Fresno St. (CA)","Washington",16,48,0
1,2017-09-30,"Fresno St. (CA)","Nevada",41,21,1
1,2017-10-07,"Fresno St. (CA)","San Jose St. (CA)",27,10,0
1,2017-10-14,"Fresno St. (CA)","New Mexico",38,0,1
1,2017-10-21,"Fresno St. (CA)","San Diego St. (CA)",27,3,0
0,2017-10-28,"Fresno St. (CA)","Nevada-Las Vegas",16,26,1
1,2017-11-04,"Fresno St. (CA)","Brigham Young (UT)",20,13,1
1,2017-11-11,"Fresno St. (CA)","Hawaii",31,21,0
1,2017-11-18,"Fresno St. (CA)","Wyoming",13,7,0
1,2017-11-25,"Fresno St. (CA)","Boise St. (ID)",28,17,1
0,2017-12-02,"Fresno St. (CA)","Boise St. (ID)",14,17,0
1,2017-12-24,"Fresno St. (CA)","Houston (TX)",33,27,1
1,2017-08-26,"Hawaii","Massachusetts",38,35,0
1,2017-09-02,"Hawaii","Western Carolina (NC)",41,18,1
0,2017-09-09,"Hawaii","UCLA",23,56,0
0,2017-09-23,"Hawaii","Wyoming",21,28,0
0,2017-09-30,"Hawaii","Colorado St.",21,51,1
0,2017-10-07,"Hawaii","Nevada",21,35,0
1,2017-10-14,"Hawaii","San Jose St. (CA)",37,26,1
0,2017-10-28,"Hawaii","San Diego St. (CA)",7,28,1
0,2017-11-04,"Hawaii","Nevada-Las Vegas",23,31,0
0,2017-11-11,"Hawaii","Fresno St. (CA)",21,31,1
0,2017-11-18,"Hawaii","Utah St.",0,38,0
0,2017-11-25,"Hawaii","Brigham Young (UT)",20,30,1
0,2017-09-02,"Ball St. (IN)","Illinois",21,24,0
1,2017-09-09,"Ball St. (IN)","Alabama-Birmingham",51,31,1
1,2017-09-16,"Ball St. (IN)","Tennessee Tech",28,13,1
0,2017-09-23,"Ball St. (IN)","Western Kentucky",21,33,0
0,2017-09-30,"Ball St. (IN)","Western Michigan",3,55,0
0,2017-10-07,"Ball St. (IN)","Akron (OH)",3,31,0
0,2017-10-21,"Ball St. (IN)","Central Michigan",9,56,1
0,2017-10-26,"Ball St. (IN)","Toledo (OH)",17,58,1
0,2017-11-02,"Ball St. (IN)","Eastern Michigan",14,56,0
0,2017-11-09,"Ball St. (IN)","Northern Illinois",17,63,0
0,2017-11-16,"Ball St. (IN)","Buffalo (NY)",24,40,1
0,2017-11-21,"Ball St. (IN)","Miami (OH)",7,28,1
0,2017-09-02,"Nevada","Northwestern (IL)",20,31,0
0,2017-09-09,"Nevada","Toledo (OH)",24,37,1
0,2017-09-16,"Nevada","Idaho St.",28,30,1
0,2017-09-23,"Nevada","Washington St.",7,45,0
0,2017-09-30,"Nevada","Fresno St. (CA)",21,41,0
1,2017-10-07,"Nevada","Hawaii",35,21,1
0,2017-10-14,"Nevada","Colorado St.",42,44,0
0,2017-10-20,"Nevada","Air Force (CO)",42,45,1
0,2017-11-04,"Nevada","Boise St. (ID)",14,41,0
1,2017-11-11,"Nevada","San Jose St. (CA)",59,14,1
0,2017-11-18,"Nevada","San Diego St. (CA)",23,42,0
1,2017-11-25,"Nevada","Nevada-Las Vegas",23,16,1
1,2017-09-02,"New Mexico","Abilene Christian (TX)",38,14,1
0,2017-09-09,"New Mexico","New Mexico St.",28,30,1
0,2017-09-14,"New Mexico","Boise St. (ID)",14,28,0
1,2017-09-23,"New Mexico","Tulsa (OK)",16,13,0
1,2017-09-30,"New Mexico","Air Force (CO)",56,38,1
0,2017-10-14,"New Mexico","Fresno St. (CA)",0,38,0
0,2017-10-20,"New Mexico","Colorado St.",24,27,1
0,2017-10-28,"New Mexico","Wyoming",3,42,0
0,2017-11-04,"New Mexico","Utah St.",10,24,1
0,2017-11-11,"New Mexico","Texas A&M",14,55,0
0,2017-11-17,"New Mexico","Nevada-Las Vegas",35,38,1
0,2017-11-24,"New Mexico","San Diego St. (CA)",10,35,0
1,2017-09-02,"San Diego St. (CA)","California-Davis",38,17,1
1,2017-09-09,"San Diego St. (CA)","Arizona St.",30,20,0
1,2017-09-16,"San Diego St. (CA)","Stanford (CA)",20,17,1
1,2017-09-23,"San Diego St. (CA)","Air Force (CO)",28,24,0
1,2017-09-30,"San Diego St. (CA)","Northern Illinois",34,28,1
1,2017-10-07,"San Diego St. (CA)","Nevada-Las Vegas",41,10,0
0,2017-10-14,"San Diego St. (CA)","Boise St. (ID)",14,31,1
0,2017-10-21,"San Diego St. (CA)","Fresno St. (CA)",3,27,1
1,2017-10-28,"San Diego St. (CA)","Hawaii",28,7,0
1,2017-11-04,"San Diego St. (CA)","San Jose St. (CA)",52,7,0
1,2017-11-18,"San Diego St. (CA)","Nevada",42,23,1
1,2017-11-24,"San Diego St. (CA)","New Mexico",35,10,1
0,2017-12-23,"San Diego St. (CA)","Army (NY)",35,42,1
0,2017-08-26,"San Jose St. (CA)","South Florida",22,42,1
1,2017-09-02,"San Jose St. (CA)","Cal Poly-San Luis Obispo",34,13,1
0,2017-09-09,"San Jose St. (CA)","Texas",0,56,0
0,2017-09-16,"San Jose St. (CA)","Utah",16,54,0
0,2017-09-23,"San Jose St. (CA)","Utah St.",10,61,1
0,2017-09-30,"San Jose St. (CA)","Nevada-Las Vegas",13,41,0
0,2017-10-07,"San Jose St. (CA)","Fresno St. (CA)",10,27,1
0,2017-10-14,"San Jose St. (CA)","Hawaii",26,37,0
0,2017-10-28,"San Jose St. (CA)","Brigham Young (UT)",20,41,0
0,2017-11-04,"San Jose St. (CA)","San Diego St. (CA)",7,52,1
0,2017-11-11,"San Jose St. (CA)","Nevada",14,59,0
0,2017-11-18,"San Jose St. (CA)","Colorado St.",14,42,0
1,2017-11-25,"San Jose St. (CA)","Wyoming",20,17,1
0,2017-09-01,"Utah St.","Wisconsin",10,59,0
1,2017-09-07,"Utah St.","Idaho St.",51,13,1
0,2017-09-16,"Utah St.","Wake Forest (NC)",10,46,0
1,2017-09-23,"Utah St.","San Jose St. (CA)",61,10,0
1,2017-09-29,"Utah St.","Brigham Young (UT)",40,24,1
0,2017-10-07,"Utah St.","Colorado St.",14,27,1
0,2017-10-14,"Utah St.","Wyoming",23,28,1
1,2017-10-21,"Utah St.","Nevada-Las Vegas",52,28,0
0,2017-10-28,"Utah St.","Boise St. (ID)",14,41,1
1,2017-11-04,"Utah St.","New Mexico",24,10,0
1,2017-11-18,"Utah St.","Hawaii",38,0,1
0,2017-11-25,"Utah St.","Air Force (CO)",35,38,0
0,2017-12-29,"Utah St.","New Mexico St.",20,26,1
0,2017-09-02,"Nevada-Las Vegas","Howard (DC)",40,43,1
1,2017-09-09,"Nevada-Las Vegas","Idaho",44,16,0
0,2017-09-23,"Nevada-Las Vegas","Ohio St.",21,54,0
1,2017-09-30,"Nevada-Las Vegas","San Jose St. (CA)",41,13,1
0,2017-10-07,"Nevada-Las Vegas","San Diego St. (CA)",10,41,1
0,2017-10-14,"Nevada-Las Vegas","Air Force (CO)",30,34,0
0,2017-10-21,"Nevada-Las Vegas","Utah St.",28,52,1
1,2017-10-28,"Nevada-Las Vegas","Fresno St. (CA)",26,16,0
1,2017-11-04,"Nevada-Las Vegas","Hawaii",31,23,1
0,2017-11-10,"Nevada-Las Vegas","Brigham Young (UT)",21,31,1
1,2017-11-17,"Nevada-Las Vegas","New Mexico",38,35,0
0,2017-11-25,"Nevada-Las Vegas","Nevada",16,23,0
1,2017-08-31,"Arizona St.","New Mexico St.",37,31,1
0,2017-09-09,"Arizona St.","San Diego St. (CA)",20,30,1
0,2017-09-16,"Arizona St.","Texas Tech",45,52,0
1,2017-09-23,"Arizona St.","Oregon",37,35,1
0,2017-09-30,"Arizona St.","Stanford (CA)",24,34,0
1,2017-10-14,"Arizona St.","Washington",13,7,1
1,2017-10-21,"Arizona St.","Utah",30,10,0
0,2017-10-28,"Arizona St.","Southern California",17,48,1
1,2017-11-04,"Arizona St.","Colorado",41,30,1
0,2017-11-11,"Arizona St.","UCLA",37,44,0
1,2017-11-18,"Arizona St.","Oregon St.",40,24,0
1,2017-11-25,"Arizona St.","Arizona",42,30,1
0,2017-12-29,"Arizona St.","North Carolina St.",31,52,1
1,2017-09-02,"Arizona","Northern Arizona",62,24,1
0,2017-09-09,"Arizona","Houston (TX)",16,19,1
1,2017-09-15,"Arizona","Texas-El Paso",63,16,0
0,2017-09-22,"Arizona","Utah",24,30,1
1,2017-10-07,"Arizona","Colorado",45,42,0
1,2017-10-14,"Arizona","UCLA",47,30,1
1,2017-10-21,"Arizona","California",45,44,0
1,2017-10-28,"Arizona","Washington St.",58,37,1
0,2017-11-04,"Arizona","Southern California",35,49,0
1,2017-11-11,"Arizona","Oregon St.",49,28,1
0,2017-11-18,"Arizona","Oregon",28,48,0
0,2017-11-25,"Arizona","Arizona St.",30,42,0
0,2017-12-27,"Arizona","Purdue (IN)",35,38,1
1,2017-09-02,"California","North Carolina",35,30,0
1,2017-09-09,"California","Weber St. (UT)",33,20,1
1,2017-09-16,"California","Mississippi",27,16,1
0,2017-09-23,"California","Southern California",20,30,1
0,2017-09-30,"California","Oregon",24,45,0
0,2017-10-07,"California","Washington",7,38,0
1,2017-10-13,"California","Washington St.",37,3,1
0,2017-10-21,"California","Arizona",44,45,1
0,2017-10-28,"California","Colorado",28,44,0
1,2017-11-04,"California","Oregon St.",37,23,1
0,2017-11-18,"California","Stanford (CA)",14,17,0
0,2017-11-24,"California","UCLA",27,30,0
1,2017-09-02,"Oregon","Southern Utah",77,21,1
1,2017-09-09,"Oregon","Nebraska",42,35,1
1,2017-09-16,"Oregon","Wyoming",49,13,0
0,2017-09-23,"Oregon","Arizona St.",35,37,0
1,2017-09-30,"Oregon","California",45,24,1
0,2017-10-07,"Oregon","Washington St.",10,33,1
0,2017-10-14,"Oregon","Stanford (CA)",7,49,0
0,2017-10-21,"Oregon","UCLA",14,31,0
1,2017-10-28,"Oregon","Utah",41,20,1
0,2017-11-04,"Oregon","Washington",3,38,0
1,2017-11-18,"Oregon","Arizona",48,28,1
1,2017-11-25,"Oregon","Oregon St.",69,10,1
0,2017-12-16,"Oregon","Boise St. (ID)",28,38,1
1,2017-08-26,"Stanford (CA)","Rice (TX)",62,7,1
0,2017-09-09,"Stanford (CA)","Southern California",24,42,0
0,2017-09-16,"Stanford (CA)","San Diego St. (CA)",17,20,0
1,2017-09-23,"Stanford (CA)","UCLA",58,34,1
1,2017-09-30,"Stanford (CA)","Arizona St.",34,24,1
1,2017-10-07,"Stanford (CA)","Utah",23,20,0
1,2017-10-14,"Stanford (CA)","Oregon",49,7,1
1,2017-10-26,"Stanford (CA)","Oregon St.",15,14,0
0,2017-11-04,"Stanford (CA)","Washington St.",21,24,0
1,2017-11-10,"Stanford (CA)","Washington",30,22,1
1,2017-11-18,"Stanford (CA)","California",17,14,1
1,2017-11-25,"Stanford (CA)","Notre Dame (IN)",38,20,1
0,2017-12-01,"Stanford (CA)","Southern California",28,31,1
0,2017-12-28,"Stanford (CA)","Texas Christian",37,39,1
1,2017-09-01,"Colorado","Colorado St.",17,3,1
1,2017-09-09,"Colorado","Texas St.",37,3,1
1,2017-09-16,"Colorado","Northern Colorado",41,21,1
0,2017-09-23,"Colorado","Washington",10,37,1
0,2017-09-30,"Colorado","UCLA",23,27,0
0,2017-10-07,"Colorado","Arizona",42,45,1
1,2017-10-14,"Colorado","Oregon St.",36,33,0
0,2017-10-21,"Colorado","Washington St.",0,28,0
1,2017-10-28,"Colorado","California",44,28,1
0,2017-11-04,"Colorado","Arizona St.",30,41,0
0,2017-11-11,"Colorado","Southern California",24,38,1
0,2017-11-25,"Colorado","Utah",13,34,0
0,2017-08-26,"Oregon St.","Colorado St.",27,58,0
1,2017-09-02,"Oregon St.","Portland St. (OR)",35,32,1
0,2017-09-09,"Oregon St.","Minnesota",14,48,1
0,2017-09-16,"Oregon St.","Washington St.",23,52,0
0,2017-09-30,"Oregon St.","Washington",7,42,1
0,2017-10-07,"Oregon St.","Southern California",10,38,0
0,2017-10-14,"Oregon St.","Colorado",33,36,1
0,2017-10-26,"Oregon St.","Stanford (CA)",14,15,1
0,2017-11-04,"Oregon St.","California",23,37,0
0,2017-11-11,"Oregon St.","Arizona",28,49,0
0,2017-11-18,"Oregon St.","Arizona St.",24,40,1
0,2017-11-25,"Oregon St.","Oregon",10,69,0
1,2017-09-03,"UCLA","Texas A&M",45,44,1
1,2017-09-09,"UCLA","Hawaii",56,23,1
0,2017-09-16,"UCLA","Memphis (TN)",45,48,0
0,2017-09-23,"UCLA","Stanford (CA)",34,58,0
1,2017-09-30,"UCLA","Colorado",27,23,1
0,2017-10-14,"UCLA","Arizona",30,47,0
1,2017-10-21,"UCLA","Oregon",31,14,1
0,2017-10-28,"UCLA","Washington",23,44,0
0,2017-11-03,"UCLA","Utah",17,48,0
1,2017-11-11,"UCLA","Arizona St.",44,37,1
0,2017-11-18,"UCLA","Southern California",23,28,0
1,2017-11-24,"UCLA","California",30,27,1
0,2017-12-26,"UCLA","Kansas St.",17,35,1
1,2017-08-31,"Toledo (OH)","Elon (NC)",47,13,1
1,2017-09-09,"Toledo (OH)","Nevada",37,24,0
1,2017-09-16,"Toledo (OH)","Tulsa (OK)",54,51,1
0,2017-09-23,"Toledo (OH)","Miami (FL)",30,52,0
1,2017-10-07,"Toledo (OH)","Eastern Michigan",20,15,1
1,2017-10-14,"Toledo (OH)","Central Michigan",30,10,0
1,2017-10-21,"Toledo (OH)","Akron (OH)",48,21,1
1,2017-10-26,"Toledo (OH)","Ball St. (IN)",58,17,0
1,2017-11-02,"Toledo (OH)","Northern Illinois",27,17,1
0,2017-11-08,"Toledo (OH)","Ohio",10,38,0
1,2017-11-15,"Toledo (OH)","Bowling Green (OH)",66,37,0
1,2017-11-24,"Toledo (OH)","Western Michigan",37,10,1
1,2017-12-02,"Toledo (OH)","Akron (OH)",45,28,1
0,2017-12-23,"Toledo (OH)","Appalachian State (NC)",0,34,1
1,2017-09-01,"Washington","Rutgers (NJ)",30,14,0
1,2017-09-09,"Washington","Montana",63,7,1
1,2017-09-16,"Washington","Fresno St. (CA)",48,16,1
1,2017-09-23,"Washington","Colorado",37,10,0
1,2017-09-30,"Washington","Oregon St.",42,7,0
1,2017-10-07,"Washington","California",38,7,1
0,2017-10-14,"Washington","Arizona St.",7,13,0
1,2017-10-28,"Washington","UCLA",44,23,1
1,2017-11-04,"Washington","Oregon",38,3,1
0,2017-11-10,"Washington","Stanford (CA)",22,30,0
1,2017-11-18,"Washington","Utah",33,30,1
1,2017-11-25,"Washington","Washington St.",41,14,1
0,2017-12-30,"Washington","Penn St.",28,35,1
1,2017-09-02,"Washington St.","Montana St.",31,0,1
1,2017-09-09,"Washington St.","Boise St. (ID)",47,44,1
1,2017-09-16,"Washington St.","Oregon St.",52,23,1
1,2017-09-23,"Washington St.","Nevada",45,7,1
1,2017-09-29,"Washington St.","Southern California",30,27,1
1,2017-10-07,"Washington St.","Oregon",33,10,0
0,2017-10-13,"Washington St.","California",3,37,0
1,2017-10-21,"Washington St.","Colorado",28,0,1
0,2017-10-28,"Washington St.","Arizona",37,58,0
1,2017-11-04,"Washington St.","Stanford (CA)",24,21,1
1,2017-11-11,"Washington St.","Utah",33,25,0
0,2017-11-25,"Washington St.","Washington",14,41,0
0,2017-12-28,"Washington St.","Michigan St.",17,42,1
1,2017-09-02,"Southern California","Western Michigan",49,31,1
1,2017-09-09,"Southern California","Stanford (CA)",42,24,1
1,2017-09-16,"Southern California","Texas",27,24,1
1,2017-09-23,"Southern California","California",30,20,0
0,2017-09-29,"Southern California","Washington St.",27,30,0
1,2017-10-07,"Southern California","Oregon St.",38,10,1
1,2017-10-14,"Southern California","Utah",28,27,1
0,2017-10-21,"Southern California","Notre Dame (IN)",14,49,0
1,2017-10-28,"Southern California","Arizona St.",48,17,0
1,2017-11-04,"Southern California","Arizona",49,35,1
1,2017-11-11,"Southern California","Colorado",38,24,0
1,2017-11-18,"Southern California","UCLA",28,23,1
1,2017-12-01,"Southern California","Stanford (CA)",31,28,1
0,2017-12-29,"Southern California","Ohio St.",7,24,1
1,2017-08-31,"Utah","North Dakota",37,16,1
1,2017-09-09,"Utah","Brigham Young (UT)",19,13,0
1,2017-09-16,"Utah","San Jose St. (CA)",54,16,1
1,2017-09-22,"Utah","Arizona",30,24,0
0,2017-10-07,"Utah","Stanford (CA)",20,23,1
0,2017-10-14,"Utah","Southern California",27,28,0
0,2017-10-21,"Utah","Arizona St.",10,30,1
0,2017-10-28,"Utah","Oregon",20,41,0
1,2017-11-03,"Utah","UCLA",48,17,1
0,2017-11-11,"Utah","Washington St.",25,33,1
0,2017-11-18,"Utah","Washington",30,33,0
1,2017-11-25,"Utah","Colorado",34,13,1
1,2017-12-26,"Utah","West Virginia",30,14,1
1,2017-09-02,"Alabama","Florida St.",24,7,1
1,2017-09-09,"Alabama","Fresno St. (CA)",41,10,1
1,2017-09-16,"Alabama","Colorado St.",41,23,1
1,2017-09-23,"Alabama","Vanderbilt (TN)",59,0,0
1,2017-09-30,"Alabama","Mississippi",66,3,1
1,2017-10-07,"Alabama","Texas A&M",27,19,0
1,2017-10-14,"Alabama","Arkansas",41,9,1
1,2017-10-21,"Alabama","Tennessee",45,7,1
1,2017-11-04,"Alabama","Louisiana St.",24,10,1
1,2017-11-11,"Alabama","Mississippi St.",31,24,0
1,2017-11-18,"Alabama","Mercer (GA)",56,0,1
0,2017-11-25,"Alabama","Auburn (AL)",14,26,0
1,2017-01-01,"Alabama","Clemson (SC)",24,6,1
1,2017-01-08,"Alabama","Georgia",26,23,1
1,2017-09-02,"Auburn (AL)","Georgia Southern",41,7,1
0,2017-09-09,"Auburn (AL)","Clemson (SC)",6,14,0
1,2017-09-16,"Auburn (AL)","Mercer (GA)",24,10,1
1,2017-09-23,"Auburn (AL)","Missouri",51,14,0
1,2017-09-30,"Auburn (AL)","Mississippi St.",49,10,1
1,2017-10-07,"Auburn (AL)","Mississippi",44,23,1
